continent,year,lifeExp,pop,gdpPercap
Africa,1952,38.596,1219113,859.8086567
Africa,1957,41.208,1357445,925.9083202
Africa,1962,43.922,1528098,1067.53481
Africa,1967,46.769,1735550,1477.59676
Africa,1972,49.759,2056351,1649.660188
Africa,1977,52.887,2308582,1532.776998
Africa,1982,55.471,2644765,1344.577953
Africa,1987,56.941,3154264,1202.201361
Africa,1992,58.061,3747553,1034.298904
Africa,1997,58.39,4320890,982.2869243
Africa,2002,57.561,4977378,886.2205765
Africa,2007,58.42,5701579,882.9699438
